Geneid	SRR14267546	SRR14267547	SRR14267548	SRR14267549	SRR14267550	SRR14267551	SRR14267552	SRR14267553	SRR14267554	SRR14267555	SRR14267556	SRR14267557	SRR14267558	SRR14267559	SRR14267560	SRR14267561	SRR14267562	SRR14267563	SRR14267564	SRR14267565	SRR14267566
AC073641.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SERPINE2	0	28	14	14	37	50	11	14	33	17	44	36	5	19	117	106	47	21	65	18	119
AC019109.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC008072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM124B	0	3	0	0	17	5	0	12	0	3	1	2	0	34	0	0	0	1	5	3	2
AC073052.2	0	0	1	0	0	0	0	0	1	1	0	1	0	0	2	3	0	0	0	0	0
CUL3	666	897	1137	627	897	1094	984	598	940	1088	996	963	1296	941	1261	776	396	137	801	1073	1123
AC073052.1	22	27	18	28	18	31	16	16	28	26	41	27	23	26	44	0	5	2	1	13	27
CCDC195	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
DOCK10	331	1919	1396	737	532	3065	1118	874	140	472	937	261	394	511	281	160	101	4	221	489	102
MIR4439	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NYAP2	0	14	2	4	27	7	22	0	1	0	0	0	3	1	4	0	0	0	5	0	6
AC016717.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AC016717.2	0	0	2	0	2	2	4	1	0	0	3	0	0	0	0	0	3	0	0	0	0
AC016717.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068138.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC062015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRS1	129	356	387	452	346	570	330	379	1152	334	925	368	674	371	474	366	123	119	451	334	612
AC010735.2	8	0	0	0	0	1	4	0	0	1	2	6	0	0	0	0	0	0	0	0	0
AC010735.1	0	4	0	0	5	0	0	0	5	2	2	3	4	0	0	0	0	0	0	2	4
RHBDD1	322	331	661	447	535	574	411	219	314	295	485	373	568	302	79	200	255	82	209	361	419
COL4A4	0	145	6	11	20	15	87	53	28	21	40	28	2	30	0	10	45	11	21	92	46
COL4A3	0	107	22	9	24	9	38	12	3	1	21	2	14	56	2	0	43	5	16	128	31
AC097662.1	1	21	13	0	22	8	20	3	17	3	6	2	9	8	1	10	17	1	15	18	28
MFF	249	232	451	258	326	351	455	165	202	369	301	279	358	174	171	220	97	44	155	357	363
TM4SF20	0	0	0	0	0	0	0	0	0	0	1	0	6	1	4	0	0	0	0	3	0
AC097662.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGFG1	449	978	801	791	622	1136	831	453	684	1341	1978	822	1088	512	841	573	267	105	444	646	935
AC064853.4	0	0	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
AC064853.2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	0	0	0	0	0	1
C2orf83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC064853.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC064853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
AC064853.3	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1
AC064853.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC19A3	0	0	0	2	8	0	0	1	1	1	1	0	0	0	0	0	0	0	12	0	4
AC093762.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093762.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093762.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPGP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL20	9	48	27	131	3	47	21	220	3	276	652	25	2	30	101	13	7	4	13	13	95
TDGF1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DAW1	809	322	1162	670	995	439	494	257	340	215	278	560	595	379	144	450	288	93	382	172	223
SPHKAP	0	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
RNU6-624P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC074019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
AC012070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RPL7L1P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PID1	37	34	20	20	44	58	26	15	35	799	81	75	77	10	221	58	0	8	35	44	98
AC007677.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP283	0	0	0	0	5	1	0	0	0	54	5	5	1	0	3	1	0	0	0	0	8
DNER	268	230	207	499	505	304	510	69	82	140	263	610	269	129	336	210	257	56	296	141	169
RNU7-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIP12	3103	3994	5559	4152	4354	5336	5368	2510	3998	4746	5273	4197	5495	3683	3805	3407	1640	940	3431	4011	5583
RNU6-613P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO36	588	294	620	329	574	411	363	240	313	226	205	562	342	380	90	288	224	58	333	200	229
RNU6-964P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO36-IT1	26	14	24	4	19	13	13	6	25	8	9	18	24	24	21	16	14	3	10	16	28
RNU6-1027P	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0
SLC16A14	129	105	6	34	85	54	68	39	53	91	37	88	105	47	35	87	27	3	61	114	157
RNY4P19	6	3	0	0	0	1	0	0	4	0	2	3	2	0	0	0	0	1	0	0	6
AC009950.1	33	18	15	9	7	19	63	4	13	4	6	7	13	53	4	23	14	3	45	19	9
AC009950.2	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SP110	1029	1062	2902	2938	345	1594	666	897	895	370	3125	313	1631	461	371	265	439	463	612	1691	531
SP140	267	1174	828	786	111	1213	520	838	75	210	1086	94	203	267	485	108	83	9	255	213	53
SP140L	633	891	1276	1213	555	1173	876	677	1281	422	1858	555	1168	479	444	458	305	245	637	1143	697
AC009949.1	0	2	2	0	3	9	3	3	4	2	22	0	0	2	23	10	0	1	0	18	7
SP100	2224	2127	4550	4917	1555	4094	2095	1929	3480	1929	7222	1199	4660	1599	1607	1475	1387	893	2423	4383	2056
RN7SL834P	79	70	127	131	41	112	87	85	165	69	211	51	191	68	35	28	20	29	130	153	103
HMGB1P3	0	12	11	0	4	16	8	0	2	6	18	2	2	0	1	7	5	4	0	20	8
AC010149.1	18	27	11	41	3	0	8	2	3	3	0	21	11	21	28	0	6	0	3	0	2
TPM3P8	7	13	12	30	14	0	20	7	1	0	3	9	7	25	31	0	6	0	0	0	0
AC010149.2	0	4	3	8	3	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0
RNU6-451P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01907	26	0	3	6	5	6	0	0	7	1	3	8	6	10	2	14	4	2	0	17	13
CAB39	1338	1379	1927	2182	1440	1698	1699	1009	1276	931	1446	1491	2040	1654	1692	986	625	221	1019	866	1186
BANF1P3	0	0	0	0	3	0	1	2	2	0	2	3	2	1	0	0	2	0	8	0	1
RNU6-268P	0	4	12	7	0	12	0	4	6	4	9	11	12	2	7	5	0	0	0	3	0
AC012507.3	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ITM2C	297	361	593	470	734	685	459	460	537	399	378	383	712	394	290	175	119	30	408	356	524
AC012507.2	0	2	1	0	0	0	0	2	2	0	0	0	0	22	0	0	0	0	0	0	0
GPR55	7	99	57	0	48	78	49	85	23	7	38	6	17	24	0	17	2	3	0	47	0
AC012507.1	0	0	0	0	0	3	0	0	2	0	0	0	0	14	0	0	4	0	0	0	0
AC012507.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX20P2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SPATA3-AS1	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C2orf72	35	7	8	13	19	22	42	1	33	46	24	10	48	0	10	0	5	3	37	4	19
AC009407.1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
PSMD1	819	687	1236	753	1110	1043	1114	524	850	998	876	1036	1160	752	743	610	365	160	651	736	1172
HTR2B	0	5	16	52	0	5	3	3	4	0	1	3	23	0	0	0	1	1	4	10	3
RNU1-93P	0	4	7	4	5	7	0	0	4	2	1	1	6	2	0	10	0	0	0	3	4
ARMC9	1186	669	1185	1012	1539	687	1236	510	694	521	597	989	1119	954	381	847	706	242	1276	673	736
AC018738.1	10	4	7	4	16	1	0	2	23	13	2	7	8	6	6	6	3	2	0	2	2
MIR4777	16	0	5	2	2	4	14	0	3	1	1	1	2	2	0	15	18	5	6	0	2
AC017104.1	34	19	54	25	93	54	36	27	25	26	18	48	70	52	22	33	51	9	36	43	48
B3GNT7	2795	1827	3979	4834	4744	2822	3582	952	3666	1216	2604	3681	5805	2602	2508	2127	1842	593	3474	2076	3002
ZBTB8OSP2	0	0	0	0	0	0	0	0	0	0	2	4	7	5	0	0	0	0	0	0	0
AC017104.2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	6	3
AC017104.3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCL	1778	1998	4469	3122	2929	3781	3101	1607	2320	2903	2716	2605	3885	2650	1853	1881	1042	434	2218	1803	3167
SNORD20	0	11	8	9	12	13	7	9	25	12	20	9	18	23	17	0	0	1	7	4	8
SNORD82	0	3	8	3	4	13	18	5	16	4	7	17	10	16	16	10	0	0	0	4	2
AC017104.4	13	12	3	0	6	10	0	0	0	3	2	9	0	0	0	0	3	0	6	4	4
AC017104.5	1	2	11	1	5	5	0	0	3	1	5	2	15	2	0	3	4	2	5	0	5
RNU2-22P	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
LINC00471	17	6	22	5	12	9	3	0	4	3	0	8	14	14	10	6	3	2	4	10	8
NMUR1	10	356	171	45	93	217	197	28	8	14	34	23	42	10	0	17	0	2	38	121	7
AC104634.1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RPL23AP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL499P	0	6	3	5	2	7	0	0	3	0	1	1	0	6	2	1	10	6	4	7	3
PTMA	3531	5540	7650	5619	5980	9585	7576	4735	5641	4261	7191	6065	8097	6298	4461	3750	2491	997	5289	5116	4977
MIR1244-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6D	143	105	223	160	169	169	176	60	104	107	118	98	167	120	179	65	41	16	78	92	150
AC073476.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
COPS7B	952	665	822	488	887	594	950	268	442	460	433	501	601	443	225	511	319	101	689	803	672
AC073476.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073476.3	56	12	15	10	15	0	18	0	9	8	8	38	3	24	7	35	3	0	39	51	54
AC073476.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPC	0	6	4	13	95	24	9	7	21	12	6	31	0	32	0	3	9	1	0	6	14
DIS3L2	1168	1012	1548	851	1642	1295	1505	628	1239	856	800	1203	1388	1317	269	1060	648	227	1079	812	1065
AC019130.1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	9	3	0	8	0	0
MIR562	4	0	1	0	0	4	9	0	5	3	0	3	3	5	4	8	0	0	0	11	4
AC068134.3	0	6	12	1	27	19	24	5	38	3	17	12	18	19	2	6	0	1	0	4	7
ECEL1P3	0	8	0	0	0	0	8	0	2	0	1	0	1	0	0	0	0	0	14	0	0
AC068134.4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ALPP	0	0	0	0	0	2	0	0	1	0	0	0	0	34	54	9	0	0	22	6	3
AC068134.1	0	5	2	2	1	1	0	3	6	1	22	7	7	0	13	14	4	0	9	4	39
ECEL1P2	0	48	18	16	6	23	95	73	78	0	155	18	71	0	77	24	0	2	52	210	49
ALPPL2	0	4	0	0	0	0	0	0	1	0	0	0	0	27	18	0	0	6	0	0	4
ECEL1P1	14	174	99	50	18	291	321	174	463	5	828	98	328	7	423	67	5	4	138	476	137
AC068134.2	4	61	46	11	11	74	55	63	189	0	273	47	139	0	265	50	0	1	37	128	37
DIS3L2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECEL1	0	0	1	4	0	9	0	0	3	3	2	0	0	4	0	0	0	0	1	0	0
PRSS56	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CHRND	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0
CHRNG	0	0	0	0	28	0	1	0	1	10	0	0	0	2	5	0	0	0	0	4	6
TIGD1	58	82	109	43	94	63	81	27	45	85	38	32	56	29	45	86	54	11	113	99	116
EIF4E2	443	574	664	456	544	636	654	361	436	501	505	526	569	348	551	429	203	70	500	554	660
MIR5001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073254.1	11	0	1	0	0	0	0	3	0	4	2	6	0	13	1	9	0	1	7	3	3
EFHD1	0	0	5	9	93	27	33	4	11	58	1	13	22	143	10	56	7	5	14	31	65
RN7SL359P	0	0	0	0	0	2	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0
GIGYF2	1260	1538	1998	1245	1878	1998	1998	951	1690	1645	1381	1483	2033	1596	1150	1396	742	301	1722	1687	2050
EEF1B2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC064852.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ13	0	1	0	0	2	2	0	2	0	0	0	0	0	0	3	3	1	0	0	0	1
RNU6-107P	5	8	0	8	15	5	26	0	4	8	4	0	4	5	0	5	1	0	11	2	6
C2orf82	39	104	49	58	64	28	36	39	68	21	40	93	75	48	84	60	40	31	48	118	49
NGEF	94	177	240	195	373	204	201	167	116	57	77	131	157	239	299	64	149	31	118	74	99
AC106876.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5D	633	3177	2157	1447	605	3789	1250	1741	453	571	916	485	819	936	822	296	271	76	749	478	210
RN7SL32P	0	7	7	2	0	13	0	5	1	2	15	0	2	0	11	5	0	1	0	0	0
ATG16L1	453	667	950	639	734	1231	786	402	624	959	693	521	939	615	494	597	227	120	465	700	785
SCARNA5	2825	3379	4715	2685	4679	7205	4188	1333	2947	3666	3179	3432	3389	4347	1895	3046	1631	555	1512	1725	2158
SCARNA6	416	731	1069	601	981	1258	848	261	877	1151	908	834	1044	805	376	875	296	217	605	791	762
SAG	0	0	2	5	4	7	0	0	4	3	0	1	2	51	10	3	0	0	14	9	0
AC013726.1	0	9	1	0	0	2	0	0	0	1	3	0	6	2	0	8	0	0	2	5	0
DGKD	832	1638	886	518	753	2239	1240	1031	872	1305	816	778	752	831	945	755	146	104	906	928	996
USP40	779	504	1063	641	1469	657	1091	433	811	910	576	802	1202	330	321	633	418	141	617	877	1076
AC019072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A12P	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
UGT1A11P	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
UGT1A8	2	25	5	18	50	9	32	0	12	11	10	13	22	38	6	11	19	3	22	11	21
UGT1A10	39	7	8	11	25	4	28	0	12	31	6	20	37	2	7	20	10	6	65	65	134
UGT1A13P	18	7	0	0	42	7	18	6	3	2	0	8	9	3	19	11	6	0	15	30	43
UGT1A9	5	16	5	3	19	0	3	0	1	4	4	3	8	2	4	0	0	4	11	12	24
UGT1A7	26	29	12	0	98	29	48	6	22	17	5	44	33	20	40	16	6	5	6	85	120
UGT1A6	121	84	77	35	312	74	386	49	136	83	42	168	141	76	114	145	29	14	142	302	249
AC114812.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
UGT1A5	16	25	24	11	88	6	92	33	45	15	9	42	55	10	46	76	11	6	29	91	79
UGT1A4	70	34	6	8	56	10	77	16	45	25	18	59	20	19	22	37	18	3	30	114	70
RPL17P11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A3	37	6	12	2	42	3	62	12	15	13	5	22	13	7	12	32	19	7	35	49	44
AC114812.3	19	12	10	7	41	6	38	8	9	13	17	38	20	13	8	37	13	6	38	105	87
DNAJB3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A2P	42	15	3	0	24	12	25	14	4	13	9	40	19	2	13	17	20	1	31	69	41
AC114812.4	15	24	6	14	65	12	67	9	18	33	18	12	25	6	24	25	2	6	8	78	108
AC114812.1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A1	46	14	8	9	76	21	76	8	25	32	14	36	26	3	16	31	6	5	24	106	86
MROH2A	4	0	0	0	12	2	4	1	15	0	3	4	5	26	0	8	11	5	3	26	20
HJURP	0	11	56	2	43	62	12	30	2	76	8	24	7	2	0	0	11	0	5	28	24
MSL3P1	0	0	4	2	0	3	0	0	1	0	5	0	3	0	0	13	1	0	0	5	0
AC005538.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPM8	0	0	1	0	0	3	0	0	0	0	3	6	3	6	0	0	0	0	3	0	1
AC005538.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPP2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006037.2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0
AC006037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097713.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097713.1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
LINC01891	0	0	2	5	0	6	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0
HSPE1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL4C	416	753	1246	561	472	3401	485	667	492	1103	653	520	682	729	1035	348	103	34	419	336	331
LINC01173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104394.1	0	0	1	0	0	0	0	0	0	3	0	0	5	1	0	0	0	0	0	0	0
AC010148.1	23	21	50	2	59	9	29	0	20	12	10	15	22	33	0	35	7	1	10	21	1
SH3BP4	1262	946	1164	1047	1338	1088	1616	545	1385	891	1343	1611	2053	1355	1375	1019	458	192	1607	901	1824
AC114814.1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0
AC114814.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114814.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP1	1529	1195	1710	1416	1646	1129	1932	974	1565	1091	1703	1602	1670	1421	1038	972	688	334	1555	1559	1707
AGAP1-IT1	12	53	58	93	76	48	114	52	112	44	136	87	97	56	91	69	46	15	93	98	70
AC064874.1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
TMSB10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-127P	0	0	0	3	3	4	10	0	5	0	6	1	1	4	0	2	0	1	6	0	2
RN7SL204P	0	9	6	5	8	5	0	13	4	3	12	6	2	5	0	0	2	0	0	9	11
GBX2	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
AC019068.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASB18	7	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0
RNU1-31P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCA1	962	314	1061	581	843	511	510	324	489	248	380	607	655	571	137	537	475	159	374	336	231
AC093915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCA1-AS1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0
RPL3P5	16	14	53	15	63	15	40	5	24	18	7	20	21	31	0	10	7	7	0	1	4
ACKR3	78	7	49	26	351	119	85	14	92	536	84	138	128	70	23	62	25	12	6	6	219
AC084030.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RNU6-1051P	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC105760.1	13	11	10	2	19	7	10	8	1	13	7	0	5	5	0	15	1	4	5	11	18
AC105760.2	27	13	29	8	33	22	53	2	16	19	16	29	26	26	8	39	16	4	13	21	43
COPS8	291	304	449	281	327	458	375	196	276	276	341	283	411	229	205	207	153	36	251	285	352
AC107079.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112715.1	8	4	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
COL6A3	4	72	196	48	50	123	59	67	3	1407	179	22	46	41	10	37	33	11	31	18	3
AC112721.1	0	10	8	7	0	1	0	0	0	1	21	1	1	2	0	0	0	0	0	0	0
AC112721.2	0	0	5	0	2	10	0	3	0	3	9	2	5	4	0	0	0	0	0	0	3
MLPH	5099	3066	2157	2435	3691	2440	5244	1569	3114	1672	3050	2892	5384	2712	1079	3540	1784	595	5114	7753	4590
MIR6811	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1140P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB17	530	423	468	410	591	511	1270	218	1600	334	624	761	1024	558	388	557	200	99	713	698	889
AC104667.2	48	26	4	6	21	15	32	2	33	3	12	36	25	15	15	20	6	2	0	7	15
AC104667.1	0	0	2	0	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0
LRRFIP1	3626	3461	3854	3104	4141	5589	4787	1879	5480	3068	3823	6647	5390	3149	3886	3615	1746	708	3290	3236	3477
RBM44	17	11	14	14	14	46	44	9	50	20	24	61	56	55	44	27	4	3	25	54	41
RAMP1	270	328	92	306	196	231	406	253	167	38	97	98	14	234	63	45	92	17	168	65	102
SNORD39	12	0	6	4	3	11	9	14	12	1	9	7	7	18	1	4	14	2	15	15	10
UBE2F	197	89	193	153	88	248	93	112	94	137	223	73	129	94	132	81	33	15	152	136	129
UBE2F-SCLY	0	7	1	4	4	7	0	0	4	0	9	0	1	9	0	0	0	0	0	0	12
RNU6-1333P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCLY	61	128	129	62	94	96	166	60	92	79	129	94	95	66	75	49	76	14	67	205	125
ESPNL	0	6	4	3	0	2	42	1	12	2	5	8	8	42	6	0	9	0	14	5	10
KLHL30	0	3	2	0	0	0	9	0	3	1	4	0	0	3	11	1	1	0	0	17	4
KLHL30-AS1	0	0	3	0	0	0	0	4	1	0	0	0	0	22	3	0	0	0	1	0	0
ERFE	0	4	0	0	0	2	0	0	0	2	0	3	0	3	0	8	0	0	1	0	4
ILKAP	342	436	436	242	497	627	643	174	400	317	308	244	418	277	321	194	139	66	452	391	499
AC016757.1	0	0	15	4	7	11	0	11	33	8	4	12	0	78	1	9	0	0	14	0	4
AC012485.1	0	6	6	0	0	8	0	0	1	1	3	0	0	1	0	0	5	0	3	0	0
HES6	164	146	127	118	272	469	346	353	473	221	244	394	201	288	191	215	117	27	138	149	172
PER2	2706	1714	2725	1730	3116	3883	3672	1104	5807	3076	2435	6021	5330	3547	1562	3065	875	978	4368	2078	4480
AC012485.3	50	102	42	42	112	98	85	34	165	82	39	101	117	88	35	122	18	10	52	106	106
AC012485.2	34	1	13	3	9	20	46	4	40	75	13	39	8	11	0	97	4	7	41	32	133
TRAF3IP1	2411	1395	3100	1974	3189	1995	2480	1017	1559	905	1020	2118	2591	2182	1098	2068	1387	385	2454	1188	1635
RNU6-234P	10	0	1	7	11	3	0	0	12	1	1	3	0	1	3	3	4	1	0	3	6
ASB1	800	749	711	432	1068	781	1183	362	646	534	387	785	808	770	425	827	437	122	662	745	950
AC016999.1	0	0	0	2	2	3	8	0	9	2	6	4	0	1	17	14	0	0	6	0	0
AC016999.2	95	58	31	5	51	33	27	14	36	35	14	71	24	42	0	48	55	3	97	77	59
LINC01107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC145625.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TWIST2	0	3	0	0	0	1	0	0	0	12	0	0	0	0	1	0	1	2	0	0	0
LINC01940	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
HDAC4	929	894	1146	752	1216	1334	741	444	695	1141	1243	770	771	863	1671	696	547	221	830	613	898
MIR4440	0	4	0	0	0	2	1	0	0	4	0	0	0	0	1	0	0	0	0	0	5
